?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/UBERON_0002209>	"Nonsynovial joint in which the articulating bones or cartilages are connected by ligaments. Examples: sagittal suture, inferior tibiofibular syndesmosis, gomphosis.[FMA]."	"Wikipedia:Fibrous_joint ZFA:0005156 AEO:0000178 EHDAA2:0003178 EMAPA:35344 MA:0000321 SCTID:37772004 TAO:0005156 FMA:7492"
<http://purl.obolibrary.org/obo/PATO_0001099>		
<http://purl.obolibrary.org/obo/GO_0021546>	"The process whose specific outcome is the progression of the rhombomere over time, from its formation to the mature structure. Rhombomeres are transverse segments of the developing rhombencephalon. Rhombomeres are lineage restricted, express different genes from one another, and adopt different developmental fates."	
<http://purl.obolibrary.org/obo/GO_0002762>	"Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation."	
<http://purl.obolibrary.org/obo/PATO_0000888>	"A female fertility quality inhering in a female by virtue of the bearer's disposition to initiate, sustain, or support reproduction."	
<http://purl.obolibrary.org/obo/CHEBI_15986>	"A nucleobase-containing molecular entity with a polymeric structure comprised of a linear sequence of 13 or more nucleotide residues."	"KEGG:C00419"
<http://purl.obolibrary.org/obo/PATO_0001705>	"A color consisting of violet hue and low brightness."	
<http://purl.obolibrary.org/obo/PATO_0045070>	"A tolerance to an external stimulus which is relatively normal or average"	
<http://purl.obolibrary.org/obo/PATO_0002389>	"Growing horizontal to the ground without setting roots."	
<http://purl.obolibrary.org/obo/CHEBI_50047>	"A compound formally derived from ammonia by replacing one, two or three hydrogen atoms by organyl groups."	
<http://purl.obolibrary.org/obo/UBERON_0004778>	"A submucosa that is part of a larynx [Automatically generated definition]."	"EMAPA:35474 SCTID:361941005 FMA:321584 MA:0002728"
<http://purl.obolibrary.org/obo/PATO_0002489>	"Overlap with quality inhering in a bearer by virtue of the bearer's being positioned under another entity so as to be covered by some portion of it."	
<http://purl.obolibrary.org/obo/CL_0002319>	"A cell that is part of the nervous system."	"CALOHA:TS-2040 FMA:70333"
<http://purl.obolibrary.org/obo/PATO_0000867>		
<http://purl.obolibrary.org/obo/PATO_0000601>		
<http://purl.obolibrary.org/obo/PATO_0000734>		
<http://purl.obolibrary.org/obo/UBERON_0014387>	"Mesenchyme that develops_from the neural crest[Automatically generated definition]."	"FMA:293883 EMAPA:32735"
<http://purl.obolibrary.org/obo/PATO_0002426>	"A shape quality inhering in a bearer by virtue of the bearer's being shaped like a boat."	
<http://purl.obolibrary.org/obo/GO_0001837>	"A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."	
<http://purl.obolibrary.org/obo/UBERON_0001974>	"A lamina propria that is part of a esophagus [Automatically generated definition]."	"MA:0001568 FMA:63050 EMAPA:26987 NCIT:C49223"
<http://purl.obolibrary.org/obo/GO_0043025>	"The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."	"NIF_Subcellular:sao1044911821 Wikipedia:Soma_(biology)"
<http://purl.obolibrary.org/obo/GO_0010830>	"Any process that modulates the frequency, rate or extent of myotube differentiation. Myotube differentiation is the process in which a relatively unspecialized cell acquires specialized features of a myotube cell. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse."	
<http://purl.obolibrary.org/obo/PR_000001889>	"A protein that is a translation product of the human CD14 gene or a 1:1 ortholog thereof."	"PIRSF:PIRSF002017"
<http://purl.obolibrary.org/obo/UBERON_0010360>	"Mesenchyme that develops_from a head mesenchyme from mesoderm and is part of a entire pharyngeal arch associated mesenchyme."	
<http://purl.obolibrary.org/obo/PATO_0002539>	"A shape quality inhering in a bearer by virtue of the bearer's having a shape like a ring (a circular shape enclosing a space)."	
<http://purl.obolibrary.org/obo/UBERON_0003290>	"A meninx that is part of a diencephalon [Automatically generated definition]."	"EHDAA2:0000399 MA:0000826 VHOG:0000009 EHDAA:5458 EMAPA:17764"
<http://purl.obolibrary.org/obo/GO_0031982>	"Any small, fluid-filled, spherical organelle enclosed by membrane."	"Wikipedia:Vesicle_(biology) NIF_Subcellular:sao221389602"
<http://purl.obolibrary.org/obo/GO_0032970>	"Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."	
<http://purl.obolibrary.org/obo/PATO_0001096>		
<http://purl.obolibrary.org/obo/UBERON_0014775>	"A neuromere that is part of the presumptive forebrain."	"FMA:61996"
<http://purl.obolibrary.org/obo/PATO_0002046>	"A spatial quality inhering in a bearer by virtue of the bearer's being away from or on the opposite side of the central axis."	
<http://purl.obolibrary.org/obo/PATO_0002238>	"A curvature quality inhering in a bearer by virtue of the bearer's being curved forward or upward."	
<http://purl.obolibrary.org/obo/GO_0140253>	"A cellular process in which two or more cells combine together, their plasma membrane fusing, producing a single cell. In some cases, nuclei fuse, producing a polyploid cell, while in other cases, nuclei remain separate, producing a syncytium."	
<http://purl.obolibrary.org/obo/GO_0008594>	"The process in which the structures of a photoreceptor cell are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a photoreceptor cell, a sensory cell that reacts to the presence of light. An example of this is found in Drosophila melanogaster."	
<http://purl.obolibrary.org/obo/GO_0000271>	"The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically."	
<http://purl.obolibrary.org/obo/GO_0001667>	"Cell migration that is accomplished by extension and retraction of a pseudopodium."	
<http://purl.obolibrary.org/obo/PATO_0002177>	"A deviation quality inhering in a bearer by virtue of the bearer's changed direction of position towards the middle."	
<http://purl.obolibrary.org/obo/GO_0061298>	"The process whose specific outcome is the progression of the vasculature of the retina over time, from its formation to the mature structure."	
<http://purl.obolibrary.org/obo/GO_0045638>	"Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."	
<http://purl.obolibrary.org/obo/CHEBI_22221>	"An organic group formed by removing one or more hydroxy groups from an oxoacid that has the general structure RkE(=O)l(OH)m (l =/= 0). Although the term is almost always applied to organic compounds, with carboxylic acid as the oxoacid, acyl groups can in principle be derived from other types of acids such as sulfonic acids or phosphonic acids."	
<http://purl.obolibrary.org/obo/PATO_0000997>		
<http://purl.obolibrary.org/obo/PATO_0000864>		
<http://purl.obolibrary.org/obo/PATO_0000731>		
<http://purl.obolibrary.org/obo/PATO_0002262>	"A quality inhering in a protein or a molecule by virtue of the addition of a phosphate (PO4) group to the bearer."	
<http://purl.obolibrary.org/obo/PATO_0001798>	"A shape quality inhering in a bearer by virtue of the bearer's having multiple angles in its length."	
<http://purl.obolibrary.org/obo/PR_000001869>	"A protein that is a translation product of the human IL7R gene or a 1:1 ortholog thereof."	"PIRSF:PIRSF001960 IUPHARobj:1698"
<http://purl.obolibrary.org/obo/PATO_0000433>	"A parental quality inhering in a bearer by virtue of exhibiting the characteristic of a father."	
<http://purl.obolibrary.org/obo/GO_0072360>	"The progression of the vascular cord over time from its initial formation until its mature state. The vascular cord is the primordial vasculature that will develop into blood vessels by the process of tubulogenesis."	
<http://purl.obolibrary.org/obo/GO_1902738>	"Any process that modulates the rate, frequency, or extent of the process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte that will contribute to the development of a bone. A chondrocyte is a polymorphic cell that forms cartilage."	
<http://purl.obolibrary.org/obo/PATO_0001097>		
<http://purl.obolibrary.org/obo/PATO_0002360>	"A disposition that can be compared on a linear scale - that is that it can be increased or decreased."	
<http://purl.obolibrary.org/obo/UBERON_0000114>	"The connective tissue located between the respiratory (airway and alveolar) epithelium, the capillary endothelium and pleural mesothelium; it contains basement membrane composed of collagen, elastin, proteoglycans, and fibronectin."	"EMAPA:35521 SCTID:201609008 FMA:27533 MA:0001782"
<http://purl.obolibrary.org/obo/UBERON_0006601>	"Presumptive structure of the blastula that will develop into ectoderm."	"EFO:0003466 AAO:0000470 TAO:0001376 ZFA:0001376 XAO:0004132"
<http://purl.obolibrary.org/obo/PATO_0000865>		
<http://purl.obolibrary.org/obo/PATO_0000732>		
<http://purl.obolibrary.org/obo/BFO_0000023>		
<http://purl.obolibrary.org/obo/PATO_0001256>	"A color consisting of orange color and low brightness."	
<http://purl.obolibrary.org/obo/GO_0048858>	"The process in which the anatomical structures of a cell projection are generated and organized."	
<http://purl.obolibrary.org/obo/UBERON_0006538>	"A portion of organism substance that secreted_by a respiratory system."	"NCIT:C13722 EMAPA:36550 MA:0002533"
<http://purl.obolibrary.org/obo/GO_0033032>	"Any process that modulates the frequency, rate, or extent of myeloid cell apoptotic process."	
<http://purl.obolibrary.org/obo/GO_0014009>	"The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."	
<http://purl.obolibrary.org/obo/CHEBI_33832>	"Any organic molecule that consists of atoms connected in the form of a ring."	
<http://purl.obolibrary.org/obo/UBERON_0003610>	"The type of heart connective tissue found in the endocardial layer that consists mainly of elastic fibers."	"MA:0002858"
<http://purl.obolibrary.org/obo/GO_0010938>	"The removal of tubulin heterodimers from one or both ends of a cytoplasmic microtubule."	
<http://purl.obolibrary.org/obo/GO_0106216>	"Any process that activates or increases the frequency, rate or extent of vesicle fusion with Golgi apparatus."	
<http://purl.obolibrary.org/obo/UBERON_0001534>	"The subclavian artery that supplies the right pectoral appendage."	"SCTID:244246000 NCIT:C33490 MA:0002047 EHDAA2:0004514 Wikipedia:Subclavian_artery FMA:3953"
<http://purl.obolibrary.org/obo/GO_1903522>	"Any process that modulates the frequency, rate or extent of blood circulation."	
<http://purl.obolibrary.org/obo/PATO_0000304>	"A speed which is relatively low."	
<http://purl.obolibrary.org/obo/GO_1901533>	"Any process that stops, prevents or reduces the frequency, rate or extent of hematopoietic progenitor cell differentiation."	
<http://purl.obolibrary.org/obo/PATO_0000588>	"A quality inhering in a bearer by virtue of the bearer's being a remnant structure from earlier development or evolution."	
<http://purl.obolibrary.org/obo/PATO_0000604>		
